L	K	U4	U4_err	m_susc	m_susc_err	dat
16	0.1588571429	4.310575380272e-01	2.374218564396e-02	1.150810680389e-02	2.487939532147e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159_5EAC1364.dat
8	0.1620000000	7.500764024781e-01	1.259444655029e-02	2.896257543945e-02	8.066024208333e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EAB6E09.dat
8	0.1617142857	7.500764024781e-01	1.259444655029e-02	2.896257543945e-02	8.066024208333e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EAB6E09.dat
8	0.1614285714	7.257854499287e-01	1.340589491223e-02	3.250774041748e-02	8.325315279536e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA862FB.dat
8	0.1608571429	7.257854499287e-01	1.340589491223e-02	3.250774041748e-02	8.325315279536e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA862FB.dat
8	0.1605714286	7.257854499287e-01	1.340589491223e-02	3.250774041748e-02	8.325315279536e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA862FB.dat
8	0.1611428571	7.257854499287e-01	1.340589491223e-02	3.250774041748e-02	8.325315279536e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA862FB.dat
8	0.1602857143	6.863610800836e-01	1.506955909693e-02	3.198823553467e-02	7.949422499718e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAE4C9F.dat
8	0.1597142857	6.863610800836e-01	1.506955909693e-02	3.198823553467e-02	7.949422499718e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAE4C9F.dat
24	0.1585714286	2.842248744853e-01	3.043786503148e-02	5.135543071899e-03	1.073659951312e-03	out_binder_refine_0158_0162_n15_t5000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.159_0.159_0.159_kt0.159/Lx24_Ly24_Tx0_Ty0_Nt24_k0.159_0.159_0.159_kt0.159_5EAC725C.dat
24	0.1582857143	2.747062030389e-01	2.525288949130e-02	3.791742987488e-03	7.782951469846e-04	out_binder_refine_0158_0162_n15_t5000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.158_0.158_0.158_kt0.158/Lx24_Ly24_Tx0_Ty0_Nt24_k0.158_0.158_0.158_kt0.158_5EAD690E.dat
8	0.1600000000	6.863610800836e-01	1.506955909693e-02	3.198823553467e-02	7.949422499718e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAE4C9F.dat
8	0.1594285714	6.803693933068e-01	1.549352955613e-02	2.877710961914e-02	7.461729210452e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159_5EAF3DDA.dat
8	0.1591428571	6.803693933068e-01	1.549352955613e-02	2.877710961914e-02	7.461729210452e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159_5EAF3DDA.dat
24	0.1580000000	2.747062030389e-01	2.525288949130e-02	3.791742987488e-03	7.782951469846e-04	out_binder_refine_0158_0162_n15_t5000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.158_0.158_0.158_kt0.158/Lx24_Ly24_Tx0_Ty0_Nt24_k0.158_0.158_0.158_kt0.158_5EAD690E.dat
8	0.1588571429	6.343595641269e-01	1.710713150463e-02	2.931153295898e-02	6.713802188582e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159_5EAC308C.dat
8	0.1585714286	6.343595641269e-01	1.710713150463e-02	2.931153295898e-02	6.713802188582e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159_5EAC308C.dat
16	0.1585714286	4.310575380272e-01	2.374218564396e-02	1.150810680389e-02	2.487939532147e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159_5EAC1364.dat
16	0.1582857143	3.502915514412e-01	3.214239922967e-02	1.040776746655e-02	2.200059293688e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158_5EAD0656.dat
8	0.1582857143	6.176380374081e-01	1.728262012382e-02	2.796309149170e-02	6.673600551596e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158_5EAD277E.dat
8	0.1580000000	6.176380374081e-01	1.728262012382e-02	2.796309149170e-02	6.673600551596e-03	out_binder_refine_0158_0162_n15_t5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158_5EAD277E.dat
16	0.1580000000	3.502915514412e-01	3.214239922967e-02	1.040776746655e-02	2.200059293688e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158_5EAD0656.dat
