# Equal-time spatial all-to-all average over all time slices.
# d m n corr err corr_conn err_conn
757 23 -10 2.0320937500000000e-01 2.1404204586356612e-03 2.0320717568782806e-01 2.1407794867694618e-03
758 23 -9 2.0487851562500001e-01 2.1358662707546185e-03 2.0487631631282807e-01 2.1362271732805450e-03
759 23 -8 2.0669531250000001e-01 2.1215423112831036e-03 2.0669311318782807e-01 2.1218876661367805e-03
760 23 -7 2.0920703125000001e-01 2.1041914576313278e-03 2.0920483193782807e-01 2.1045264688905161e-03
761 23 -6 2.1276015625000000e-01 2.0826712066285050e-03 2.1275795693782806e-01 2.0829893593885302e-03
762 23 -5 2.1666484375000000e-01 2.0512840371608317e-03 2.1666264443782807e-01 2.0516103366462479e-03
763 23 -4 2.2147812500000000e-01 2.0130553195892467e-03 2.2147592568782806e-01 2.0133952082544647e-03
764 23 -3 2.2726562500000000e-01 1.9695888125017443e-03 2.2726342568782806e-01 1.9699428676278204e-03
765 23 -2 2.3264648437499999e-01 1.9240417845148169e-03 2.3264428506282805e-01 1.9243970867162373e-03
766 23 -1 2.3854531250000000e-01 1.8777354030577590e-03 2.3854311318782806e-01 1.8780979529831241e-03
767 23 0 2.4451406249999999e-01 1.8326430967241557e-03 2.4451186318782805e-01 1.8330030829272459e-03
768 24 -31 2.6439531249999998e-01 1.6889903633560989e-03 2.6439311318782804e-01 1.6893773662788971e-03
769 24 -30 2.7018398437500002e-01 1.6545971159758735e-03 2.7018178506282808e-01 1.6550130734978349e-03
770 24 -29 2.7380664062499999e-01 1.6294462767105623e-03 2.7380444131282805e-01 1.6298916554946894e-03
771 24 -28 2.7518984375000000e-01 1.6195350931386807e-03 2.7518764443782806e-01 1.6199834222979416e-03
772 24 -27 2.7366289062499999e-01 1.6280712838230859e-03 2.7366069131282805e-01 1.6285218175249431e-03
773 24 -26 2.6969296874999998e-01 1.6547193537235860e-03 2.6969076943782805e-01 1.6551746059040248e-03
774 24 -25 2.6381953125000002e-01 1.6916959783430617e-03 2.6381733193782808e-01 1.6921414430106938e-03
775 24 -24 2.5664843749999999e-01 1.7403505923595315e-03 2.5664623818782806e-01 1.7407974058089041e-03
776 24 -23 2.4884648437500001e-01 1.7933862607531536e-03 2.4884428506282807e-01 1.7938449882071896e-03
777 24 -22 2.4181289062500000e-01 1.8483195753630614e-03 2.4181069131282806e-01 1.8487769747556483e-03
778 24 -21 2.3481132812500000e-01 1.9013779404348935e-03 2.3480912881282806e-01 1.9018451028809101e-03
779 24 -20 2.2851367187499999e-01 1.9516162921953387e-03 2.2851147256282806e-01 1.9520313956656093e-03
780 24 -19 2.2277929687500000e-01 1.9950655940274356e-03 2.2277709756282807e-01 1.9954742548759048e-03
781 24 -18 2.1757187500000000e-01 2.0344095909597612e-03 2.1756967568782806e-01 2.0348125574452744e-03
782 24 -17 2.1293554687499999e-01 2.0672261294953048e-03 2.1293334756282806e-01 2.0676123323848531e-03
783 24 -16 2.0979609375000000e-01 2.0934921494531042e-03 2.0979389443782806e-01 2.0938832553169867e-03
784 24 -15 2.0680429687499999e-01 2.1137082677077160e-03 2.0680209756282805e-01 2.1141025510609574e-03
785 24 -14 2.0477265624999999e-01 2.1284324604526443e-03 2.0477045693782805e-01 2.1288279039112577e-03
786 24 -13 2.0375898437500001e-01 2.1400358302993924e-03 2.0375678506282807e-01 2.1404177181743892e-03
787 24 -12 2.0332617187499999e-01 2.1419007260659061e-03 2.0332397256282805e-01 2.1422720250757451e-03
788 24 -11 2.0330117187499999e-01 2.1441830268533217e-03 2.0329897256282806e-01 2.1445397811454252e-03
789 24 -10 2.0429765624999999e-01 2.1360498267230690e-03 2.0429545693782805e-01 2.1363997131709951e-03
790 24 -9 2.0634218750000000e-01 2.1229392736071911e-03 2.0633998818782806e-01 2.1232953972391195e-03
791 24 -8 2.0888710937499999e-01 2.1036883633773684e-03 2.0888491006282806e-01 2.1040251368604984e-03
792 24 -7 2.1243476562499999e-01 2.0762351093931842e-03 2.1243256631282806e-01 2.0765850278854263e-03
793 24 -6 2.1684414062499999e-01 2.0408719124008099e-03 2.1684194131282805e-01 2.0411980406940481e-03
794 24 -5 2.2222617187499999e-01 1.9985922543456053e-03 2.2222397256282805e-01 1.9989062872543635e-03
795 24 -4 2.2836953125000001e-01 1.9509541065130709e-03 2.2836733193782807e-01 1.9512837522836033e-03
796 24 -3 2.3523242187499999e-01 1.8994016487182714e-03 2.3523022256282805e-01 1.8997532587735882e-03
797 24 -2 2.4272695312500001e-01 1.8446447562384849e-03 2.4272475381282807e-01 1.8450174545661517e-03
798 24 -1 2.5020703124999999e-01 1.7887091929901303e-03 2.5020483193782805e-01 1.7890809192867580e-03
799 24 0 2.5754687500000001e-01 1.7353030034180990e-03 2.5754467568782807e-01 1.7356725930407291e-03
800 25 -31 2.8185039062500000e-01 1.5825291829773549e-03 2.8184819131282807e-01 1.5829463429023027e-03
801 25 -30 2.8873906249999998e-01 1.5427202846624484e-03 2.8873686318782804e-01 1.5431690463910506e-03
802 25 -29 2.9226835937500001e-01 1.5231896590817474e-03 2.9226616006282807e-01 1.5236420776660836e-03
803 25 -28 2.9217812500000001e-01 1.5194415915065638e-03 2.9217592568782808e-01 1.5199187887772979e-03
804 25 -27 2.8820585937499998e-01 1.5429807196479951e-03 2.8820366006282805e-01 1.5434609721343866e-03
805 25 -26 2.8174843750000000e-01 1.5801820395372717e-03 2.8174623818782807e-01 1.5806445575036253e-03
806 25 -25 2.7295390624999999e-01 1.6331089338981731e-03 2.7295170693782805e-01 1.6335521187494681e-03
807 25 -24 2.6305312500000000e-01 1.6960032027592202e-03 2.6305092568782806e-01 1.6964452956661491e-03
808 25 -23 2.5358281249999998e-01 1.7607269867098978e-03 2.5358061318782804e-01 1.7611872785933502e-03
809 25 -22 2.4516523437500001e-01 1.8236805778651035e-03 2.4516303506282808e-01 1.8241634971472114e-03
810 25 -21 2.3661835937500000e-01 1.8859384221555262e-03 2.3661616006282807e-01 1.8863836693888978e-03
811 25 -20 2.2950039062499999e-01 1.9381018492486183e-03 2.2949819131282806e-01 1.9385132825264822e-03
812 25 -19 2.2301445312500001e-01 1.9856576083398625e-03 2.2301225381282808e-01 1.9860585818125111e-03
813 25 -18 2.1760937499999999e-01 2.0329444314893209e-03 2.1760717568782806e-01 2.0333614723742782e-03
814 25 -17 2.1267265625000001e-01 2.0687144799484383e-03 2.1267045693782807e-01 2.0691195976053119e-03
815 25 -16 2.0957226562500000e-01 2.0947848821827649e-03 2.0957006631282807e-01 2.0951848704837627e-03
816 25 -15 2.0688281250000001e-01 2.1154110527552656e-03 2.0688061318782808e-01 2.1158046682236858e-03
817 25 -14 2.0525273437500000e-01 2.1353420503188105e-03 2.0525053506282806e-01 2.1357358693086131e-03
818 25 -13 2.0425039062500000e-01 2.1435051686300470e-03 2.0424819131282806e-01 2.1438937695110109e-03
819 25 -12 2.0390898437499999e-01 2.1475542998229094e-03 2.0390678506282806e-01 2.1479500063815741e-03
820 25 -11 2.0484179687500001e-01 2.1423383382478903e-03 2.0483959756282807e-01 2.1427159671435921e-03
821 25 -10 2.0629960937500000e-01 2.1260334755351501e-03 2.0629741006282806e-01 2.1264113224719202e-03
822 25 -9 2.0892343750000000e-01 2.1059602556526731e-03 2.0892123818782807e-01 2.1063251850534457e-03
823 25 -8 2.1246953125000001e-01 2.0742732525648954e-03 2.1246733193782807e-01 2.0746296258118743e-03
824 25 -7 2.1703710937500001e-01 2.0374753677657844e-03 2.1703491006282807e-01 2.0378325315806960e-03
825 25 -6 2.2249570312500000e-01 1.9914648700079928e-03 2.2249350381282806e-01 1.9918043871631954e-03
826 25 -5 2.2907109375000001e-01 1.9400201679085941e-03 2.2906889443782807e-01 1.9403525385822652e-03
827 25 -4 2.3686835937500000e-01 1.8812844199079140e-03 2.3686616006282807e-01 1.8816019937007767e-03
828 25 -3 2.4550742187499999e-01 1.8188259966160005e-03 2.4550522256282806e-01 1.8191770822182669e-03
829 25 -2 2.5461210937500001e-01 1.7537762025100581e-03 2.5460991006282807e-01 1.7541340947792605e-03
830 25 -1 2.6420937500000002e-01 1.6912662625384511e-03 2.6420717568782809e-01 1.6916509246064206e-03
831 25 0 2.7369609374999998e-01 1.6323129364187198e-03 2.7369389443782804e-01 1.6327037977751026e-03
832 26 -31 3.0420273437500001e-01 1.4585335435433056e-03 3.0420053506282807e-01 1.4589513601304079e-03
833 26 -30 3.1150507812500000e-01 1.4206266132337183e-03 3.1150287881282807e-01 1.4210607766727665e-03
834 26 -29 3.1424570312500000e-01 1.4039426493818387e-03 3.1424350381282806e-01 1.4044002888168661e-03
835 26 -28 3.1126250000000000e-01 1.4172542738541353e-03 3.1126030068782806e-01 1.4177128241933238e-03
836 26 -27 3.0398085937500002e-01 1.4560449153920481e-03 3.0397866006282809e-01 1.4565119890781293e-03
837 26 -26 2.9362539062499998e-01 1.5114478330351649e-03 2.9362319131282805e-01 1.5118887088762618e-03
838 26 -25 2.8097734375000000e-01 1.5830266582777027e-03 2.8097514443782806e-01 1.5834753912667596e-03
839 26 -24 2.6848320312500001e-01 1.6592951420753980e-03 2.6848100381282808e-01 1.6597623517782092e-03
840 26 -23 2.5714687500000000e-01 1.7348251122006146e-03 2.5714467568782806e-01 1.7352923222462120e-03
841 26 -22 2.4713281249999999e-01 1.8069534965573142e-03 2.4713061318782806e-01 1.8074165448867040e-03
842 26 -21 2.3753437499999999e-01 1.8754176954018968e-03 2.3753217568782806e-01 1.8758729591696630e-03
843 26 -20 2.2940976562500001e-01 1.9340044563778617e-03 2.2940756631282808e-01 1.9344219389206634e-03
844 26 -19 2.2246523437499999e-01 1.9872125031560129e-03 2.2246303506282805e-01 1.9876292075051588e-03
845 26 -18 2.1686171874999999e-01 2.0354466580078229e-03 2.1685951943782805e-01 2.0358655648849912e-03
846 26 -17 2.1271992187500000e-01 2.0736521156612792e-03 2.1271772256282806e-01 2.0740543004954238e-03
847 26 -16 2.0930468750000000e-01 2.1053343373723665e-03 2.0930248818782807e-01 2.1057281673990146e-03
848 26 -15 2.0691289062500001e-01 2.1281883042242045e-03 2.0691069131282808e-01 2.1285829848090069e-03
849 26 -14 2.0539375000000001e-01 2.1464310486437785e-03 2.0539155068782808e-01 2.1468339518289641e-03
850 26 -13 2.0468359375000000e-01 2.1515094511519108e-03 2.0468139443782807e-01 2.1519185125363793e-03
851 26 -12 2.0513124999999999e-01 2.1498716147623645e-03 2.0512905068782805e-01 2.1502721239765217e-03
852 26 -11 2.0650781250000000e-01 2.1377018861964939e-03 2.0650561318782806e-01 2.1381013624779456e-03
853 26 -10 2.0889257812500001e-01 2.1147677188053872e-03 2.0889037881282807e-01 2.1151521115916035e-03
854 26 -9 2.1235507812500001e-01 2.0813361452492176e-03 2.1235287881282808e-01 2.0817100410679373e-03
855 26 -8 2.1676445312500001e-01 2.0419529961379843e-03 2.1676225381282807e-01 2.0423187257133297e-03
856 26 -7 2.2246835937500001e-01 1.9920601929260570e-03 2.2246616006282807e-01 1.9924290980844811e-03
857 26 -6 2.2930429687500001e-01 1.9316750409242901e-03 2.2930209756282807e-01 1.9320219593925078e-03
858 26 -5 2.3766093750000000e-01 1.8681121789221088e-03 2.3765873818782807e-01 1.8684635459447693e-03
859 26 -4 2.4735546875000000e-01 1.7983045735621187e-03 2.4735326943782807e-01 1.7986344738961603e-03
860 26 -3 2.5794570312499998e-01 1.7252103979929925e-03 2.5794350381282805e-01 1.7255586319487287e-03
861 26 -2 2.6967968749999999e-01 1.6523350491053424e-03 2.6967748818782805e-01 1.6527012045952627e-03
862 26 -1 2.8193828124999998e-01 1.5787685073939642e-03 2.8193608193782804e-01 1.5791471932446713e-03
863 26 0 2.9378554687500003e-01 1.5126911526482099e-03 2.9378334756282809e-01 1.5130817805645109e-03
864 27 -31 3.3279335937499999e-01 1.3186749251936022e-03 3.3279116006282805e-01 1.3190800579959787e-03
865 27 -30 3.4054843750000002e-01 1.2818484548423187e-03 3.4054623818782809e-01 1.2822964121122454e-03
866 27 -29 3.4050429687500000e-01 1.2821917420717120e-03 3.4050209756282807e-01 1.2826559835559508e-03
867 27 -28 3.3267070312500002e-01 1.3165252301051025e-03 3.3266850381282809e-01 1.3169731732742902e-03
868 27 -27 3.1939804687500001e-01 1.3760836113156135e-03 3.1939584756282807e-01 1.3765187948106676e-03
869 27 -26 3.0362265625000001e-01 1.4559083145743680e-03 3.0362045693782808e-01 1.4563436380116992e-03
870 27 -25 2.8769531250000002e-01 1.5455808092240907e-03 2.8769311318782809e-01 1.5460313920562703e-03
871 27 -24 2.7227851562499999e-01 1.6360608337536086e-03 2.7227631631282806e-01 1.6365230436658224e-03
872 27 -23 2.5900273437499999e-01 1.7218199934454508e-03 2.5900053506282805e-01 1.7222797479598904e-03
873 27 -22 2.4757773437500000e-01 1.8022197921407810e-03 2.4757553506282806e-01 1.8026725283193971e-03
874 27 -21 2.3723203125000000e-01 1.8737507451417953e-03 2.3722983193782807e-01 1.8741944391007723e-03
875 27 -20 2.2860039062500001e-01 1.9401157875940937e-03 2.2859819131282808e-01 1.9405506482796590e-03
876 27 -19 2.2149492187500000e-01 1.9966601571899849e-03 2.2149272256282806e-01 1.9970822408342881e-03
877 27 -18 2.1603085937500000e-01 2.0475993711659502e-03 2.1602866006282806e-01 2.0480002865779462e-03
878 27 -17 2.1219843750000000e-01 2.0870982258030862e-03 2.1219623818782807e-01 2.0874955426207226e-03
879 27 -16 2.0911171875000001e-01 2.1203983297010780e-03 2.0910951943782807e-01 2.1207956505938010e-03
880 27 -15 2.0709453124999999e-01 2.1453662485158556e-03 2.0709233193782806e-01 2.1457696744795231e-03
881 27 -14 2.0594335937500000e-01 2.1596835412337049e-03 2.0594116006282806e-01 2.1600778673176941e-03
882 27 -13 2.0553515624999999e-01 2.1624090137193630e-03 2.0553295693782805e-01 2.1628128881423644e-03
883 27 -12 2.0657968750000000e-01 2.1541620596982388e-03 2.0657748818782806e-01 2.1545657930174896e-03
884 27 -11 2.0883476562500000e-01 2.1292364039831842e-03 2.0883256631282807e-01 2.1296355524793322e-03
885 27 -10 2.1210898437500000e-01 2.0948403906244917e-03 2.1210678506282807e-01 2.0952322310947326e-03
886 27 -9 2.1645429687500001e-01 2.0532497452731445e-03 2.1645209756282807e-01 2.0536200068773892e-03
887 27 -8 2.2206914062499999e-01 2.0009722482376320e-03 2.2206694131282806e-01 2.0013383652606222e-03
888 27 -7 2.2890312500000001e-01 1.9387282520641105e-03 2.2890092568782808e-01 1.9390875328562534e-03
889 27 -6 2.3749570312500001e-01 1.8690718699761405e-03 2.3749350381282808e-01 1.8694346082894435e-03
890 27 -5 2.4747382812499999e-01 1.7916961200033161e-03 2.4747162881282805e-01 1.7920541352234145e-03
891 27 -4 2.5966992187499999e-01 1.7117230287513202e-03 2.5966772256282805e-01 1.7120689029023045e-03
892 27 -3 2.7342812500000002e-01 1.6256887035168161e-03 2.7342592568782809e-01 1.6260481538007371e-03
893 27 -2 2.8833867187500001e-01 1.5408137462377118e-03 2.8833647256282807e-01 1.5411839724723023e-03
894 27 -1 3.0419335937500003e-01 1.4543398912468327e-03 3.0419116006282809e-01 1.4547117026436913e-03
895 27 0 3.1973906250000000e-01 1.3791659689012740e-03 3.1973686318782807e-01 1.3795498902151877e-03
896 28 -31 3.7056796874999998e-01 1.1563879528926340e-03 3.7056576943782804e-01 1.1567932528685873e-03
897 28 -30 3.7708906250000002e-01 1.1320073842592973e-03 3.7708686318782808e-01 1.1324362678279084e-03
898 28 -29 3.7072812500000002e-01 1.1570978726176987e-03 3.7072592568782808e-01 1.1575295083161680e-03
899 28 -28 3.5389648437499999e-01 1.2215626934575414e-03 3.5389428506282805e-01 1.2220032696104394e-03
900 28 -27 3.3251562499999998e-01 1.3145776338690507e-03 3.3251342568782805e-01 1.3149868413501211e-03
901 28 -26 3.1093828125000000e-01 1.4200128173034753e-03 3.1093608193782807e-01 1.4204599801020304e-03
902 28 -25 2.9099218750000000e-01 1.5243020203259989e-03 2.9098998818782806e-01 1.5247336683372739e-03
903 28 -24 2.7354843750000002e-01 1.6273223683634936e-03 2.7354623818782808e-01 1.6277610545478354e-03
904 28 -23 2.5891289062500000e-01 1.7205246276556193e-03 2.5891069131282807e-01 1.7209789195172501e-03
905 28 -22 2.4637734375000001e-01 1.8079701312644614e-03 2.4637514443782807e-01 1.8084190024387245e-03
906 28 -21 2.3573789062500000e-01 1.8843301264957544e-03 2.3573569131282807e-01 1.8847848387991304e-03
907 28 -20 2.2717851562499999e-01 1.9535526214339107e-03 2.2717631631282806e-01 1.9539927707377283e-03
908 28 -19 2.2013984375000001e-01 2.0123827053448347e-03 2.2013764443782807e-01 2.0128013429173601e-03
909 28 -18 2.1522656250000000e-01 2.0656026157661028e-03 2.1522436318782806e-01 2.0659960538973298e-03
910 28 -17 2.1157187499999999e-01 2.1122864117476838e-03 2.1156967568782806e-01 2.1126873500197851e-03
911 28 -16 2.0856210937500000e-01 2.1439761613652143e-03 2.0855991006282806e-01 2.1443910522979432e-03
912 28 -15 2.0716054687499999e-01 2.1656431799064158e-03 2.0715834756282805e-01 2.1660500842608766e-03
913 28 -14 2.0626015624999999e-01 2.1764282564572099e-03 2.0625795693782806e-01 2.1768268838623802e-03
914 28 -13 2.0681757812500001e-01 2.1696778552845763e-03 2.0681537881282808e-01 2.1700719618939469e-03
915 28 -12 2.0854335937499999e-01 2.1497960383665559e-03 2.0854116006282805e-01 2.1501826321458474e-03
916 28 -11 2.1150351562500000e-01 2.1143348459515712e-03 2.1150131631282806e-01 2.1147366082959335e-03
917 28 -10 2.1582539062500000e-01 2.0690386515565947e-03 2.1582319131282807e-01 2.0694308900482124e-03
918 28 -9 2.2103203125000001e-01 2.0148704492311802e-03 2.2102983193782808e-01 2.0152355340709231e-03
919 28 -8 2.2780156250000000e-01 1.9548289380408590e-03 2.2779936318782806e-01 1.9551917274022237e-03
920 28 -7 2.3628320312500001e-01 1.8801424710081023e-03 2.3628100381282807e-01 1.8805198990997712e-03
921 28 -6 2.4650664062500000e-01 1.8003334277051225e-03 2.4650444131282806e-01 1.8006948349662539e-03
922 28 -5 2.5936562499999999e-01 1.7122705076896892e-03 2.5936342568782805e-01 1.7126207423565803e-03
923 28 -4 2.7428281249999997e-01 1.6194906281838718e-03 2.7428061318782804e-01 1.6198362269123653e-03
924 28 -3 2.9161250000000000e-01 1.5186322715108550e-03 2.9161030068782806e-01 1.5189908399123131e-03
925 28 -2 3.1144765624999998e-01 1.4153278090491518e-03 3.1144545693782805e-01 1.4157007167482003e-03
926 28 -1 3.3276250000000002e-01 1.3132776226898147e-03 3.3276030068782808e-01 1.3136672768082015e-03
927 28 0 3.5399882812500000e-01 1.2228865462460623e-03 3.5399662881282806e-01 1.2232599688963375e-03
928 29 -31 4.2263203124999998e-01 9.7188712182829393e-04 4.2262983193782805e-01 9.7227768146495512e-04
929 29 -30 4.2283203125000002e-01 9.7168718590071501e-04 4.2282983193782808e-01 9.7207132189227469e-04
930 29 -29 4.0095625000000001e-01 1.0415636258150974e-03 4.0095405068782808e-01 1.0419597645336608e-03
931 29 -28 3.7022109375000001e-01 1.1536308307638825e-03 3.7021889443782807e-01 1.1540318953562789e-03
932 29 -27 3.3991171874999998e-01 1.2820627288706585e-03 3.3990951943782804e-01 1.2824795108560478e-03
933 29 -26 3.1346562500000003e-01 1.4081865421180328e-03 3.1346342568782809e-01 1.4085803399605413e-03
934 29 -25 2.9098437500000002e-01 1.5264806024922670e-03 2.9098217568782808e-01 1.5268990831573813e-03
935 29 -24 2.7232617187500002e-01 1.6351338349841380e-03 2.7232397256282809e-01 1.6355497093618722e-03
936 29 -23 2.5688085937499999e-01 1.7338040206623178e-03 2.5687866006282806e-01 1.7342282973070076e-03
937 29 -22 2.4411367187499999e-01 1.8223345597516954e-03 2.4411147256282806e-01 1.8227680574180052e-03
938 29 -21 2.3398632812500000e-01 1.9014572176096363e-03 2.3398412881282807e-01 1.9018821372027820e-03
939 29 -20 2.2582421875000000e-01 1.9720820942749971e-03 2.2582201943782806e-01 1.9724922962133019e-03
940 29 -19 2.1927421875000000e-01 2.0356017050731654e-03 2.1927201943782806e-01 2.0360093907279557e-03
941 29 -18 2.1435703125000000e-01 2.0932537435299730e-03 2.1435483193782806e-01 2.0936576329226892e-03
942 29 -17 2.1072070312499999e-01 2.1363930209583135e-03 2.1071850381282806e-01 2.1367996040770579e-03
943 29 -16 2.0850117187500000e-01 2.1716952412366556e-03 2.0849897256282807e-01 2.1721045324880365e-03
944 29 -15 2.0719570312499999e-01 2.1891519040360594e-03 2.0719350381282806e-01 2.1895642396138650e-03
945 29 -14 2.0728632812500000e-01 2.1884942759595222e-03 2.0728412881282807e-01 2.1888857276174201e-03
946 29 -13 2.0827070312500001e-01 2.1715504692022144e-03 2.0826850381282808e-01 2.1719427270876206e-03
947 29 -12 2.1101132812500001e-01 2.1407343945837108e-03 2.1100912881282807e-01 2.1411272833779210e-03
948 29 -11 2.1471132812499999e-01 2.0969924282761340e-03 2.1470912881282805e-01 2.0973943988183866e-03
949 29 -10 2.1983359375000000e-01 2.0391339072596089e-03 2.1983139443782806e-01 2.0395100225133983e-03
950 29 -9 2.2618164062500001e-01 1.9753950641349109e-03 2.2617944131282808e-01 1.9757623791080538e-03
951 29 -8 2.3454492187500001e-01 1.9019220399132011e-03 2.3454272256282807e-01 1.9022854344195451e-03
952 29 -7 2.4455781250000000e-01 1.8206735801346685e-03 2.4455561318782806e-01 1.8210361207798864e-03
953 29 -6 2.5721406250000001e-01 1.7277569970822852e-03 2.5721186318782807e-01 1.7281071680408299e-03
954 29 -5 2.7289140625000002e-01 1.6282224921139253e-03 2.7288920693782809e-01 1.6285769285710127e-03
955 29 -4 2.9132773437499998e-01 1.5207971991947160e-03 2.9132553506282804e-01 1.5211574710520927e-03
956 29 -3 3.1407070312500002e-01 1.4012514328226996e-03 3.1406850381282808e-01 1.4016208393365594e-03
957 29 -2 3.4044804687500002e-01 1.2792575542084508e-03 3.4044584756282809e-01 1.2796157058075498e-03
958 29 -1 3.7064453125000002e-01 1.1531604461597707e-03 3.7064233193782808e-01 1.1535379359239710e-03
959 29 0 4.0112773437499999e-01 1.0446270702049862e-03 4.0112553506282805e-01 1.0450074349896430e-03
960 30 -31 4.9848320312500000e-01 7.5504116639333631e-04 4.9848100381282806e-01 7.5542526015072106e-04
961 30 -30 4.7310859374999997e-01 8.2190283932026813e-04 4.7310639443782804e-01 8.2225532251333606e-04
962 30 -29 4.2238046875000002e-01 9.6991287283755318e-04 4.2237826943782808e-01 9.7029736606397477e-04
963 30 -28 3.7692812500000000e-01 1.1297067873094183e-03 3.7692592568782807e-01 1.1300752776755647e-03
964 30 -27 3.3987382812500000e-01 1.2847019290456176e-03 3.3987162881282806e-01 1.2850773463205236e-03
965 30 -26 3.1091445312499999e-01 1.4221750977470159e-03 3.1091225381282805e-01 1.4225543672318219e-03
966 30 -25 2.8735351562500000e-01 1.5459719061969939e-03 2.8735131631282806e-01 1.5463485751573199e-03
967 30 -24 2.6861992187500000e-01 1.6579135914363300e-03 2.6861772256282807e-01 1.6583111485770198e-03
968 30 -23 2.5342773437499999e-01 1.7574533026014048e-03 2.5342553506282806e-01 1.7578595323230947e-03
969 30 -22 2.4137304687500000e-01 1.8487022292624244e-03 2.4137084756282806e-01 1.8491096693888534e-03
970 30 -21 2.3157968749999999e-01 1.9306255297906162e-03 2.3157748818782806e-01 1.9310466982555489e-03
971 30 -20 2.2381132812499999e-01 2.0010540517382100e-03 2.2380912881282805e-01 2.0014533631009927e-03
972 30 -19 2.1747109375000001e-01 2.0691287923692960e-03 2.1746889443782808e-01 2.0695290622803706e-03
973 30 -18 2.1280742187500001e-01 2.1247925228698281e-03 2.1280522256282808e-01 2.1252030995105686e-03
974 30 -17 2.1000507812499999e-01 2.1681670525544364e-03 2.1000287881282806e-01 2.1685844212915857e-03
975 30 -16 2.0830117187500000e-01 2.1986275327892271e-03 2.0829897256282806e-01 2.1990533989810165e-03
976 30 -15 2.0749296875000001e-01 2.2105339422857904e-03 2.0749076943782807e-01 2.2109596016466615e-03
977 30 -14 2.0800664062499999e-01 2.2005377198713360e-03 2.0800444131282805e-01 2.2009437996148673e-03
978 30 -13 2.0986210937499999e-01 2.1681875980158680e-03 2.0985991006282806e-01 2.1685885055143807e-03
979 30 -12 2.1334296875000000e-01 2.1244574324432068e-03 2.1334076943782807e-01 2.1248423209010367e-03
980 30 -11 2.1806757812499999e-01 2.0703682848874374e-03 2.1806537881282806e-01 2.0707546611481529e-03
981 30 -10 2.2392421874999999e-01 2.0040362389461119e-03 2.2392201943782805e-01 2.0044036476242247e-03
982 30 -9 2.3199648437500001e-01 1.9312513987870070e-03 2.3199428506282807e-01 1.9316419973543404e-03
983 30 -8 2.4164687500000001e-01 1.8505239396112167e-03 2.4164467568782808e-01 1.8508961821488959e-03
984 30 -7 2.5372929687500001e-01 1.7574506780006251e-03 2.5372709756282807e-01 1.7577969044684368e-03
985 30 -6 2.6879609375000002e-01 1.6541457283925367e-03 2.6879389443782808e-01 1.6544905887923794e-03
986 30 -5 2.8772265624999999e-01 1.5430237089697849e-03 2.8772045693782805e-01 1.5433712263547546e-03
987 30 -4 3.1134531250000003e-01 1.4176042385304890e-03 3.1134311318782809e-01 1.4179604834824923e-03
988 30 -3 3.4021328125000000e-01 1.2782954995681978e-03 3.4021108193782806e-01 1.2786643551741515e-03
989 30 -2 3.7699726562500002e-01 1.1279244435145940e-03 3.7699506631282809e-01 1.1282488558746343e-03
990 30 -1 4.2275507812500002e-01 9.6943110185284569e-04 4.2275287881282808e-01 9.6975383695582188e-04
991 30 0 4.7299374999999999e-01 8.2223707922540420e-04 4.7299155068782806e-01 8.2256981402334351e-04
992 31 -31 6.0676249999999998e-01 5.3078349600275683e-04 6.0676030068782805e-01 5.3111714284132026e-04
993 31 -30 4.9849414062500003e-01 7.5521854875342203e-04 4.9849194131282809e-01 7.5555248501332371e-04
994 31 -29 4.2246953124999997e-01 9.7241559770785708e-04 4.2246733193782804e-01 9.7274155122830405e-04
995 31 -28 3.7043359375000001e-01 1.1565533801473971e-03 3.7043139443782808e-01 1.1568661507661507e-03
996 31 -27 3.3251445312500000e-01 1.3186459748142870e-03 3.3251225381282806e-01 1.3189927737833789e-03
997 31 -26 3.0335351562500001e-01 1.4600554436124133e-03 3.0335131631282808e-01 1.4604010759057850e-03
998 31 -25 2.8095898437500000e-01 1.5821350032287928e-03 2.8095678506282806e-01 1.5824862461390294e-03
999 31 -24 2.6298593749999999e-01 1.6930024424860327e-03 2.6298373818782805e-01 1.6933882221674241e-03
1000 31 -23 2.4885273437500000e-01 1.7951432043177443e-03 2.4885053506282806e-01 1.7955491956920201e-03
1001 31 -22 2.3743242187499999e-01 1.8867446623762449e-03 2.3743022256282806e-01 1.8871693186619668e-03
1002 31 -21 2.2836718750000001e-01 1.9675114516200048e-03 2.2836498818782808e-01 1.9679297074436967e-03
1003 31 -20 2.2134101562500000e-01 2.0353803158766615e-03 2.2133881631282806e-01 2.0357897815479532e-03
1004 31 -19 2.1559101562499999e-01 2.0992245302498516e-03 2.1558881631282806e-01 2.0996328488115147e-03
1005 31 -18 2.1162187499999999e-01 2.1551967199899573e-03 2.1161967568782805e-01 2.1556205008395769e-03
1006 31 -17 2.0929882812500000e-01 2.1979171324911723e-03 2.0929662881282807e-01 2.1983332347681808e-03
1007 31 -16 2.0810429687500001e-01 2.2233733465049474e-03 2.0810209756282808e-01 2.2238045200428228e-03
1008 31 -15 2.0796562499999999e-01 2.2249657046163095e-03 2.0796342568782805e-01 2.2253864600544409e-03
1009 31 -14 2.0919335937500000e-01 2.1989554744131445e-03 2.0919116006282806e-01 2.1993624337274718e-03
