L	K	U4	U4_err	m_susc	m_susc_err	dat
8	0.1611428571	7.278141722562e-01	9.590632940583e-03	3.072503564453e-02	5.723160757790e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
8	0.1604285714	6.796081530008e-01	1.127859286211e-02	3.191177976990e-02	5.505984003778e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAC308C.dat
8	0.1600000000	6.796081530008e-01	1.127859286211e-02	3.191177976990e-02	5.505984003778e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAC308C.dat
8	0.1602857143	6.796081530008e-01	1.127859286211e-02	3.191177976990e-02	5.505984003778e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAC308C.dat
8	0.1601428571	6.796081530008e-01	1.127859286211e-02	3.191177976990e-02	5.505984003778e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAC308C.dat
16	0.1604285714	6.084084038382e-01	1.358609167836e-02	1.460191475654e-02	2.509036701626e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160_5EAC1364.dat
16	0.1608571429	7.681319053453e-01	8.792620469704e-03	1.503332185364e-02	2.963327486038e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
16	0.1602857143	6.084084038382e-01	1.358609167836e-02	1.460191475654e-02	2.509036701626e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160_5EAC1364.dat
16	0.1601428571	6.084084038382e-01	1.358609167836e-02	1.460191475654e-02	2.509036701626e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160_5EAC1364.dat
16	0.1600000000	6.084084038382e-01	1.358609167836e-02	1.460191475654e-02	2.509036701626e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160_5EAC1364.dat
