# Equal-time spatial all-to-all average over all time slices.
# d m n corr err corr_conn err_conn
239 14 0 4.2795749999999999e-01 6.6280248504927916e-04 4.2795612157724611e-01 6.6280646285669584e-04
240 15 -15 5.7131624999999997e-01 4.3925536924009281e-04 5.7131487157724603e-01 4.3927734441179044e-04
241 15 -14 4.5483249999999997e-01 6.1217600599214978e-04 4.5483112157724609e-01 6.1219239686081874e-04
242 15 -13 3.7636281249999998e-01 7.6869134898088168e-04 3.7636143407724609e-01 7.6870938835333551e-04
243 15 -12 3.2619468750000002e-01 8.9533818099185104e-04 3.2619330907724614e-01 8.9535280972034901e-04
244 15 -11 2.9319218749999998e-01 9.9863770858006715e-04 2.9319080907724610e-01 9.9864884515337522e-04
245 15 -10 2.7182468750000000e-01 1.0816598429170311e-03 2.7182330907724611e-01 1.0816691928762815e-03
246 15 -9 2.5917093749999998e-01 1.1449800451923484e-03 2.5916955907724609e-01 1.1449807154547617e-03
247 15 -8 2.5300906249999999e-01 1.1851591503417049e-03 2.5300768407724611e-01 1.1851546438699390e-03
248 15 -7 2.5325124999999998e-01 1.1861184041733566e-03 2.5324987157724610e-01 1.1861175971816485e-03
249 15 -6 2.5925593749999998e-01 1.1465064673885062e-03 2.5925455907724609e-01 1.1465061168312995e-03
